Timestamp,Irradiance,Temperature,Theoretical_Power,Event_Type,Actual_Power
2025-01-01 00:00:00,0.0,1.5320829252893868,0.0,0,0.0
2025-01-01 01:00:00,0.0,2.193834012784889,0.0,0,0.0
2025-01-01 02:00:00,0.0,-0.010840548186999754,0.0,0,0.0
2025-01-01 03:00:00,0.0,0.8380885044745837,0.0,0,0.8330183974500234
2025-01-01 04:00:00,0.0,0.4468362648898246,0.0,0,0.0
2025-01-01 05:00:00,0.0,0.1929607186106106,0.0,0,0.0
2025-01-01 06:00:00,0.0,0.7039196834487389,0.0,0,0.19604667468324338
2025-01-01 07:00:00,263.7199635990463,6.911452380749754,26.37199635990463,0,26.353199654133075
2025-01-01 08:00:00,438.1565657704038,7.750600779483933,43.81565657704038,0,44.33930855815882
2025-01-01 09:00:00,787.0747413429674,11.534963669269782,78.70747413429675,0,79.8868703884305
2025-01-01 10:00:00,810.232930941531,13.549406148181513,81.02329309415309,0,80.96997578604358
2025-01-01 11:00:00,923.5765083259062,17.621733924011476,92.35765083259062,0,91.88822241267493
2025-01-01 12:00:00,968.0449201042121,17.785820908871344,96.8044920104212,0,96.67718979298434
2025-01-01 13:00:00,926.7655861564288,17.926214736432375,92.67655861564288,0,93.0575660943137
2025-01-01 14:00:00,529.3991923219903,14.505209949060292,52.93991923219903,3,24.538172877276843
2025-01-01 15:00:00,627.4491453505924,15.224743717425167,62.74491453505924,3,24.530480011360968
2025-01-01 16:00:00,460.8974837077113,13.834096742737362,46.089748370771126,3,26.8246283281491
2025-01-01 17:00:00,262.76196720961224,12.567210784886168,26.276196720961227,3,25.048596774044693
2025-01-01 18:00:00,1.2633110193280805e-13,8.20254751354564,1.2633110193280805e-14,3,0.38479032854963424
2025-01-01 19:00:00,0.0,6.671525507993366,0.0,3,0.0
2025-01-01 20:00:00,0.0,5.132649517897678,0.0,3,0.0
2025-01-01 21:00:00,0.0,4.558076666329357,0.0,0,0.0
2025-01-01 22:00:00,0.0,3.2308544089346096,0.0,0,1.8481009141996343
2025-01-01 23:00:00,0.0,1.9317694758516186,0.0,0,1.0388378010794
2025-01-02 00:00:00,0.0,1.9416269154386745,0.0,0,0.0
2025-01-02 01:00:00,0.0,-0.2106293815498551,0.0,0,0.4625054280006992
2025-01-02 02:00:00,0.0,-0.9618045222248932,0.0,0,0.5307572465492534
2025-01-02 03:00:00,0.0,0.9373315982697447,0.0,0,0.5052419008721629
2025-01-02 04:00:00,0.0,-0.6568259243133621,0.0,0,0.0
2025-01-02 05:00:00,0.0,2.3790966201172727,0.0,0,0.0
2025-01-02 06:00:00,0.0,1.4860932996422742,0.0,0,0.0
2025-01-02 07:00:00,258.81322562087837,5.535503028872855,25.88132256208784,0,26.129008206046542
2025-01-02 08:00:00,487.1965274983331,9.088896513210264,48.719652749833315,0,48.65833868205181
2025-01-02 09:00:00,713.5231621042287,10.747590581130726,71.35231621042287,0,70.5066046359647
2025-01-02 10:00:00,845.902151797222,15.118084803681402,84.59021517972221,0,85.71879075529407
2025-01-02 11:00:00,1042.4296678759683,15.962582352269944,104.24296678759684,0,105.5980321184161
2025-01-02 12:00:00,1004.7551043406493,18.767024711324655,100.47551043406493,0,99.53400663454663
2025-01-02 13:00:00,1063.2892945474473,18.452810416402063,106.32892945474472,0,105.91733062252891
2025-01-02 14:00:00,835.0686173485599,18.93386475795482,83.50686173485599,0,83.35853780214633
2025-01-02 15:00:00,635.8530202116926,17.46061309761133,63.58530202116926,0,64.04775430309569
2025-01-02 16:00:00,491.38111670955425,14.309710324813803,49.138111670955425,0,49.546798259790975
2025-01-02 17:00:00,181.28591148299643,10.558598307715371,18.12859114829964,0,18.67014681849129
2025-01-02 18:00:00,1.1125888162675074e-13,7.775389856876701,1.1125888162675074e-14,0,0.0
2025-01-02 19:00:00,0.0,7.8879493081129555,0.0,0,0.0
2025-01-02 20:00:00,0.0,5.697095603089339,0.0,0,0.0
2025-01-02 21:00:00,0.0,5.139298164535954,0.0,0,0.027055247693213078
2025-01-02 22:00:00,0.0,4.108728620276251,0.0,0,0.0
2025-01-02 23:00:00,0.0,2.881593436702944,0.0,0,1.108007003965709
2025-01-03 00:00:00,0.0,2.202099814888184,0.0,0,0.7315938443081694
2025-01-03 01:00:00,0.0,0.04708319004875472,0.0,0,0.3119167354667643
2025-01-03 02:00:00,0.0,-0.42410763155731435,0.0,0,0.0
2025-01-03 03:00:00,0.0,0.5319167926111179,0.0,0,0.7419955733068887
2025-01-03 04:00:00,0.0,1.1267003270040872,0.0,0,0.44315504017537133
2025-01-03 05:00:00,0.0,0.2736814251320591,0.0,0,0.0
2025-01-03 06:00:00,0.0,3.5468450954810002,0.0,0,0.0
2025-01-03 07:00:00,266.1200512845305,5.981903717480997,26.612005128453053,0,25.615514864896866
2025-01-03 08:00:00,535.4721851696456,7.86994879309227,53.54721851696457,0,55.444208214117914
2025-01-03 09:00:00,713.3451092784733,11.651826455203494,71.33451092784733,0,72.93206185510275
2025-01-03 10:00:00,901.6408484096133,13.83845782793196,90.16408484096134,0,91.24518110155282
2025-01-03 11:00:00,1029.3410219912591,17.66667908473075,102.9341021991259,0,102.55071839717134
2025-01-03 12:00:00,944.2960815337149,17.645096845989535,94.42960815337149,0,93.72676559380386
2025-01-03 13:00:00,951.5487738252489,18.489859376314595,95.15487738252489,0,94.45734172409242
2025-01-03 14:00:00,895.1823161109015,18.96229347340406,89.51823161109014,0,90.08706858075149
2025-01-03 15:00:00,681.0467848943895,17.31270323072132,68.10467848943895,0,68.88163437121842
2025-01-03 16:00:00,484.6332816205557,14.425941181534098,48.46332816205557,0,48.361755624048435
2025-01-03 17:00:00,253.7353565597836,12.555232312459383,25.373535655978362,0,23.33537327922957
2025-01-03 18:00:00,1.2210924300388303e-13,8.359330416481406,1.2210924300388303e-14,0,0.8247078119902679
2025-01-03 19:00:00,0.0,7.589692742318656,0.0,0,1.3404748002678324
2025-01-03 20:00:00,0.0,6.885474506511466,0.0,0,0.9168038765236496
2025-01-03 21:00:00,0.0,5.47706378151507,0.0,0,0.039840231282581885
2025-01-03 22:00:00,0.0,3.0947676846644088,0.0,0,0.0
2025-01-03 23:00:00,0.0,3.5265211999091877,0.0,0,0.0
2025-01-04 00:00:00,0.0,1.9729132399752247,0.0,0,0.0
2025-01-04 01:00:00,0.0,1.0235704626327506,0.0,0,0.0
2025-01-04 02:00:00,0.0,0.585780588695915,0.0,0,0.6027295508473193
2025-01-04 03:00:00,0.0,-0.10239329350660045,0.0,0,0.0
2025-01-04 04:00:00,0.0,0.2511223984370225,0.0,0,0.0
2025-01-04 05:00:00,0.0,0.992398261089593,0.0,0,0.0
2025-01-04 06:00:00,0.0,1.0595269038739568,0.0,0,0.7288280157620797
2025-01-04 07:00:00,251.03444232569055,3.079049615081988,25.103444232569057,0,25.352861390473812
2025-01-04 08:00:00,526.9565254629457,9.901991710181418,52.69565254629457,0,51.19203526679765
2025-01-04 09:00:00,708.2487329950591,13.115716333898499,70.82487329950591,0,69.49114852968764
2025-01-04 10:00:00,875.2198554429207,14.958559732184899,87.52198554429206,0,88.8179881624911
2025-01-04 11:00:00,1014.459043532947,18.599818989265895,101.44590435329471,0,100.42266077747105
2025-01-04 12:00:00,1042.0795222861746,20.241086535586582,104.20795222861744,0,104.94819728977996
2025-01-04 13:00:00,671.6293312266797,16.461457587479394,67.16293312266797,0,67.55981034042038
2025-01-04 14:00:00,870.9538495299385,17.53592120669557,87.09538495299385,0,88.23302443114936
2025-01-04 15:00:00,667.050074730046,15.217125064156015,66.70500747300461,0,68.31063496715936
2025-01-04 16:00:00,521.2104259527979,15.485333349255749,52.12104259527979,0,53.31840320658617
2025-01-04 17:00:00,240.23576378503859,12.65290703369531,24.023576378503858,0,24.471683535582088
2025-01-04 18:00:00,1.189200969763066e-13,9.42388835801453,1.1892009697630661e-14,0,0.9094247747956337
2025-01-04 19:00:00,0.0,4.711841568833181,0.0,0,1.2499129873093173
2025-01-04 20:00:00,0.0,3.6082953500831483,0.0,0,0.8812719009109724
2025-01-04 21:00:00,0.0,4.968254456201429,0.0,0,2.607687698989892
2025-01-04 22:00:00,0.0,3.734796942387277,0.0,0,0.0
2025-01-04 23:00:00,0.0,2.5658172165223614,0.0,0,0.0
2025-01-05 00:00:00,0.0,0.25328857764733126,0.0,0,0.9087607306711427
2025-01-05 01:00:00,0.0,1.5018760729807972,0.0,0,0.0
2025-01-05 02:00:00,0.0,2.804352072996227,0.0,0,0.0
2025-01-05 03:00:00,0.0,-0.020727372578198754,0.0,0,0.0
2025-01-05 04:00:00,0.0,0.9023033423577906,0.0,0,0.9811416506733116
2025-01-05 05:00:00,0.0,0.6934877586128609,0.0,0,1.2908358257707964
2025-01-05 06:00:00,0.0,1.1044795372271032,0.0,0,0.0
2025-01-05 07:00:00,237.40269583097106,6.002993169719052,23.740269583097106,0,23.984609205448734
2025-01-05 08:00:00,497.8633830864724,10.314298113540035,49.786338308647245,0,50.82576486494772
2025-01-05 09:00:00,735.4711652502248,12.540694029627872,73.54711652502249,0,73.41858468672837
2025-01-05 10:00:00,852.3073895510075,15.194858006636126,85.23073895510075,0,85.96289843201467
2025-01-05 11:00:00,831.1925057940555,16.485692989622933,83.11925057940554,0,85.31356890104358
2025-01-05 12:00:00,949.2646475503974,18.586909745160792,94.92646475503975,0,95.02779319166689
2025-01-05 13:00:00,951.4292283938679,19.561394721473874,95.14292283938678,0,94.57026508012369
2025-01-05 14:00:00,988.4016030289381,19.08333337083406,98.8401603028938,0,97.63212999975644
2025-01-05 15:00:00,655.837545608076,17.473045719013566,65.58375456080759,0,64.200047437131
2025-01-05 16:00:00,365.672299667355,14.412010656834426,36.567229966735496,0,36.85938251205717
2025-01-05 17:00:00,266.81766351758307,9.960551130828508,26.681766351758306,0,25.64487927573608
2025-01-05 18:00:00,1.1862319820643636e-13,9.849920152100532,1.1862319820643636e-14,0,0.0
